ip_risk_score,is_vpn,is_new_device,is_new_country,login_hour,failed_attempts,request_speed,device_trust_score
0.022533068951001486,0,0,0,5,0,0.11554486748126294,0.9037235973205077
0.014727820872443665,0,0,0,16,0,0.11260670888644182,0.5623626522265712
0.017705165622697354,1,0,0,11,2,0.1173602474807743,0.9175792186641775
0.02717229814262341,0,0,0,10,0,0.06248391673571261,0.9900238845808162
0.013275810564041987,0,0,0,7,4,0.07196580065706526,0.9384443349476376
0.07000246896417885,0,0,1,7,0,0.09103694657113541,0.6497867994464563
0.07738127481865849,0,1,0,13,0,0.21035411884891514,0.8056457870406971
0.08897254926160404,0,0,0,8,0,0.04964655191503027,0.8897525704154878
0.0634939957120668,0,1,0,6,1,0.07883118365456539,0.7869347512581227
0.012723015087741417,0,0,0,6,0,0.07485853277435693,0.7304001116225598
0.05347257956182037,0,1,0,12,0,0.1036370170173177,0.6992278545568209
0.010839530311277481,0,0,0,14,1,0.1748244874492965,0.7144620039749805
0.020220451641233917,0,0,0,5,1,0.109002464801144,0.8186283061984958
0.05714298485275511,0,1,0,11,1,0.31534415380259584,0.7984697322667352
0.03739569408037372,0,0,0,13,0,0.1293895939076374,0.5689619498135773
0.008712678922096036,0,0,0,20,0,0.18785799160469638,0.6544651644008114
0.003019025379520792,0,0,0,8,0,0.19432857241440513,0.820635386612529
0.0795189831989767,0,0,0,8,2,0.15434575574641812,0.8651932424008536
0.02181724917934162,0,0,0,7,0,0.1559631807216386,0.7594824721731468
0.009177504046883025,0,1,0,15,3,0.1401084544706093,0.8221764892990431
0.03504559814292333,0,0,0,6,0,0.14596448652422525,0.6929486650942306
0.009040594863435301,0,1,0,5,0,0.1330434709469672,0.6728866671608202
0.03674984507847841,0,0,0,7,0,0.1886761763824502,0.9833536727333594
0.0007008250259940347,0,0,0,3,4,0.048069111070878925,0.8020329992260252
0.04827872260601504,0,0,0,13,0,0.08190955002011675,0.7134813119663903
0.06894047924607584,0,0,0,16,0,0.04829541369130794,0.5803670581800456
0.045571898473839495,0,1,0,6,1,0.3642824085392989,0.8455246503662328
0.021820643868428514,0,0,0,7,0,0.0907099737007559,0.8495641698777083
0.0003542078074703343,0,0,0,6,0,0.07298856261452713,0.8693588249804389
0.03405332619255278,0,0,0,6,0,0.08158967473984488,0.9216994842013498
0.022111152872843643,0,0,0,6,0,0.1958158361347918,0.9144849634715297
0.009040307261282961,0,1,0,7,0,0.07706431896406285,0.9084212244530385
0.028434291259653646,0,0,0,6,0,0.02251852020626821,0.6796902972220377
0.01823514813244197,0,0,0,5,0,0.18688829669214704,0.7878624502803727
0.02644240198992455,0,0,0,7,0,0.053753076451590734,0.9349517609549771
0.049939370049523285,0,1,0,7,0,0.21089025164102448,0.5844897487868335
0.06917230844950781,0,0,0,1,0,0.08418118485502359,0.696665384628838
0.046013128033441014,0,0,0,4,0,0.12886541748354108,0.6875040460613265
0.027710598581213386,0,0,0,15,0,0.11365528616759563,0.8455109104398669
0.004146160705848729,1,0,0,20,0,0.07134165024599151,0.7823647483875019
0.11309438018184549,0,0,0,17,0,0.12400785008858972,0.7786240280124004
0.0040988772413936515,0,0,0,7,3,0.0949590163713068,0.976435811308493
0.00056723642339772,0,0,0,8,0,0.1572087830906782,0.751011169223919
0.016079087316947037,0,0,0,22,0,0.04455591614632759,0.8186405457112885
0.011504849185362497,0,1,0,16,0,0.12802877298085155,0.8773454794392072
0.011511945246797673,0,0,0,6,0,0.11445421714655533,0.6796802030775511
0.019490067598109603,0,0,0,14,1,0.08106736564934419,0.9414358829694139
0.007542585375549081,0,0,0,16,0,0.04296627577652653,0.8863208195559866
0.09134955174916858,0,0,0,9,0,0.06721472539612537,0.727538499953942
0.007879191076343755,0,1,0,8,0,0.30287048690139917,0.9041569887680081
0.060061141111848716,0,0,0,7,0,0.19587468162873134,0.7272152635189415
0.004220647771493079,0,0,0,11,0,0.2202998088928907,0.9257384295265718
0.011134396793041254,0,0,0,3,0,0.10052941059447817,0.8121539583165642
0.006845391753615332,0,1,1,7,0,0.17894388252921645,0.6326725778675362
0.013332563258630645,0,0,0,21,2,0.0691540420132515,0.8526268781867888
0.007737934742047472,0,0,1,15,0,0.12027707015751819,0.931654759693359
0.09412139920774576,0,0,0,8,0,0.11464693846408279,0.8138899584443614
0.03223969770170306,0,0,0,10,0,0.042637396160794004,0.66832562265745
0.0260439334352572,0,0,0,9,0,0.04226191074783808,0.8586627623436028
0.0037553079269401976,0,0,0,7,0,0.13217087633159189,0.8400362553738208
0.0547457361512002,0,0,0,17,0,0.09385427825724359,0.8129132876682772
0.033184953549127774,0,0,0,12,0,0.2760424265379866,0.7926559283129941
0.04833414340023597,0,0,1,8,4,0.011681743380119408,0.9199823265871816
0.0005264614766183055,0,0,0,6,0,0.14599399271606794,0.88101037963013
0.027545886089981913,0,0,0,7,0,0.18197892610702263,0.7924756971617136
0.05142274827478464,0,0,0,8,0,0.07818171925205315,0.9235598167515773
0.04187386272704555,0,1,0,6,0,0.18882334090873362,0.6628025030198214
0.031461517818854576,0,1,0,12,0,0.19680659810432644,0.8647550688483238
0.012933144327312964,0,0,0,10,0,0.03846019825244827,0.8947579089770624
0.01568325664480161,0,0,0,15,2,0.06220798278646379,0.7486841839848151
0.06839617300864041,0,0,0,7,0,0.1999612322603277,0.7598239298241343
0.060349093431711645,0,0,0,5,2,0.024244507185212667,0.7933059758534523
0.008637437455805301,0,1,0,7,2,0.054218583933618315,0.869930514873911
0.010329699696471349,0,1,0,5,2,0.16895628322998751,0.7897455817838464
0.010513646025307933,0,0,0,7,0,0.02282104704500095,0.8029201957850696
0.043047873153281756,0,0,0,6,2,0.2394843987694471,0.8670445020839777
0.027244281012977593,0,0,0,12,0,0.1701131000421914,0.9007087369815995
0.0016519690769250005,0,0,0,6,1,0.05380093347749524,0.8486969063193319
0.006120079751678502,0,0,0,8,0,0.0942100781445672,0.9030054913635692
0.015333192917209984,0,0,0,7,0,0.21868993478985044,0.7798443981050215
0.005804962255218371,0,1,0,7,0,0.028005373597900392,0.8470177779091036
0.0333160674953208,0,1,0,7,0,0.05080468088886273,0.7846929893628198
0.05193235609481615,0,0,0,7,0,0.12330253944213035,0.8542696579778195
0.010837619780894866,0,0,0,6,2,0.18720510072095878,0.8252013931379605
0.010805595306024474,0,1,0,11,1,0.15731459040639947,0.47002656384440783
0.01541687515965012,0,0,0,9,0,0.20874131605171684,0.6365678993524341
0.004090554144013242,0,1,0,9,0,0.08500399207600443,0.800958189028622
0.05128677896007657,0,0,0,11,0,0.1688977970704995,0.8277041413295422
0.07908149185240641,0,0,1,6,0,0.014913757598280501,0.8445691422225604
0.0031368576888683147,0,0,0,6,0,0.0439768866632239,0.6647988703145019
0.03496866795172501,0,0,0,13,0,0.1562003398620868,0.9074192656962188
0.007632756004697391,0,0,0,13,0,0.06693875868029435,0.7765918584521351
0.0030844878660120792,0,0,0,0,0,0.11185863517355217,0.8891129033793229
0.01757039628182237,0,0,0,8,0,0.061696586223931864,0.9328292929037786
0.004201863824499645,0,0,0,12,0,0.24457102439922235,0.8075694916081644
0.02681224663143227,0,1,0,8,0,0.12305409641811299,0.5444615526800034
0.018746247837158263,0,0,0,8,0,0.1130840378617444,0.9393462037071436
0.0030370299578734517,0,0,0,11,0,0.08693820760421642,0.7744248459658407
0.058344631991424964,0,0,0,12,0,0.1751875817308246,0.781622972741261
0.010396959843437734,0,0,0,9,0,0.08248992866408322,0.9039207489212484
0.013648311399357311,0,0,0,23,0,0.14262498303351043,0.8161345913072903
0.024609299773882914,0,1,0,12,1,0.04410068337013451,0.7840733840985791
0.013224986164397191,0,0,0,6,0,0.12786516494897124,0.902107322895436
0.06130943642792308,0,1,0,7,0,0.1221272146046964,0.884224830875213
0.04388069840258242,0,1,0,13,0,0.0792629469929357,0.801289310286504
0.012412774062186764,0,0,0,7,0,0.12048466343666485,0.6086822174602636
0.00757052777240497,0,0,0,9,0,0.11979973752642402,0.7706084239110375
0.08798616150387178,0,1,0,6,0,0.07902094947772315,0.958092324938252
0.056550722090776044,0,0,0,7,1,0.06670698539765027,0.7448045816699546
0.024623805557522516,0,0,0,8,0,0.10572960201214172,0.8937469381024867
0.011880206356242953,0,0,0,9,0,0.1323203318869057,0.9023177236299719
0.023002434699055815,0,0,0,7,0,0.16923000627642606,0.8804527997586196
0.0363913733070554,0,1,0,15,0,0.028669111903778657,0.7890175688195773
0.04449147339340901,0,0,0,10,0,0.07675198772738658,0.8152988553671734
0.03135740695281694,0,0,0,6,0,0.16188806731553287,0.9253926335330452
0.03728144190160517,0,0,0,9,4,0.05911035878869961,0.5669934278332652
0.0017054871856521197,0,0,0,5,3,0.04062824365113332,0.6962310759259884
0.09438993919053698,0,1,0,22,0,0.049755895790265035,0.9559781741174912
0.06489442966054142,0,0,0,15,0,0.12415312484893459,0.7567162177578051
0.03874390262634048,0,0,0,7,0,0.19127810235054765,0.5779195665480744
0.015781253745371832,0,0,0,8,0,0.040808803989473695,0.9086727466588014
0.014976642636674559,0,0,0,13,0,0.2013363785197958,0.9227159337754318
0.08900331165900632,0,1,0,11,0,0.1612259288388035,0.9627979673925317
0.044303307760886014,0,0,0,5,0,0.11404476002112887,0.8752325867780814
0.05045863262574384,0,1,0,14,0,0.05682910607706662,0.6376950570775359
0.060517231265768356,0,0,0,10,0,0.09490710358355064,0.8019871051873684
0.0020469725846168807,0,1,0,6,0,0.10173918747188815,0.7543549153801992
0.005259696351639752,0,1,0,8,0,0.08932223133035788,0.90105350440139
0.0061748396645331044,0,0,0,11,1,0.046791115367348805,0.7942128711518328
0.05444307342097252,0,0,0,16,0,0.08726725609720691,0.7583870729682662
0.0021963103106454693,0,1,0,8,0,0.14906878137954713,0.510125527409421
0.02167976191511268,0,0,0,6,0,0.18626793044725298,0.957453904474502
0.0017970111155894315,0,0,0,21,0,0.22281581793898778,0.6745438793013501
0.005430930006176172,0,0,0,8,1,0.050486299068571674,0.5392210539939208
0.022296044693350104,0,1,0,10,0,0.18228963888481842,0.9457067276707142
0.0040899793480019845,0,0,0,9,0,0.1727841710797551,0.9420363000216829
0.017056670051351343,0,0,0,8,0,0.14664466440802487,0.8914683054148028
0.01843579399544309,0,0,0,7,0,0.12762735577677184,0.7289133584582245
0.00032864505929436767,0,0,0,7,0,0.23925762512223048,0.5900763900669403
0.08544322929345857,0,0,0,9,0,0.1100375565083027,0.7856047307544279
0.008176316160767758,0,1,0,10,0,0.005181527257432109,0.9130996582355644
0.09450562860278343,0,0,0,7,0,0.02758656739152007,0.6692294530109597
0.015243784390979013,0,1,0,7,0,0.20068840353188666,0.6028318117039262
0.043855191337027595,0,0,0,6,4,0.20243814089458848,0.8952873960583336
0.008599752388697028,0,1,0,7,0,0.025694386623453365,0.8089517294512792
0.016755547473016802,0,0,0,11,0,0.04253076202788944,0.8058390560714301
0.039369905374464435,0,0,0,5,0,0.26816295992215816,0.8505894315539975
0.01301210855861248,0,1,0,8,0,0.07648054455933644,0.8156413574196002
0.01170866449383355,0,0,0,8,0,0.0620039357570783,0.8926218759576416
0.0009629984735923882,0,1,0,0,0,0.1409227822403473,0.6213889985245982
0.008836713137577723,0,0,0,13,0,0.09277204668990187,0.8891121092930376
0.008901314588433514,0,0,0,0,0,0.22349835347051533,0.907766544017394
0.06336350415684643,0,0,0,7,0,0.03363120207740602,0.7876673378474682
0.029858814955278392,0,0,0,16,0,0.05973794061655213,0.9455604884097967
0.01805605503316389,0,1,0,2,0,0.026364135712231125,0.9332301015859716
0.01533601489296087,0,1,0,6,1,0.09130889022684074,0.9344127420421758
0.013030589359597973,0,0,0,6,0,0.10823144038337401,0.7713805344972187
0.07647177926266906,0,0,0,23,0,0.06726595644858493,0.7784716478979093
0.03983087483440273,0,0,0,8,0,0.1035130063592064,0.9096105216986063
0.008601063206188437,0,0,0,15,3,0.21451084802814618,0.8621366082047229
0.01133997286100322,0,0,0,2,0,0.011812697435542231,0.6581118206684282
0.05232588999518026,0,0,0,9,0,0.16428729111487414,0.8672804313901044
0.009934816470702051,0,1,0,10,0,0.11477397433991594,0.9439920845741047
0.02504399904506167,0,1,0,9,0,0.14992820068538343,0.9914675440238385
0.05129290583175384,0,0,0,14,0,0.046038424610917755,0.9119669401147613
0.0029095218589166244,0,0,0,10,0,0.029028410340911182,0.6348462709768158
0.014658414385997713,0,0,0,11,0,0.1397645830923435,0.8645629634934584
0.022692824713952467,0,0,0,6,0,0.027723079773500078,0.8046126247395605
0.0453290253019793,0,1,0,6,0,0.21880093991878036,0.8274541448351538
0.016933364363379378,0,0,0,9,1,0.21381008220141262,0.8207032261898464
0.04422100408868067,0,0,0,10,0,0.19133961356121737,0.8537096659566965
0.008982980332740313,0,0,0,8,0,0.18953829915279827,0.7269870062107534
0.0034224589543200455,0,1,0,7,0,0.0627743328162064,0.9578632517289521
0.012353195747344047,0,0,0,10,0,0.20941188029250135,0.773026969000292
0.04146598829737428,0,1,0,13,0,0.10300797051621645,0.7106346253030243
0.017618622769759427,0,0,0,9,0,0.08367419126749094,0.8426544841015707
0.027034993825834405,0,0,0,8,0,0.12627617021227253,0.8981286709280373
0.03176169454260806,0,0,0,8,0,0.02218738047580754,0.6160597016292878
0.0006328916644292586,0,0,0,13,2,0.0482226259792469,0.7864964832545183
0.05149178806838903,0,0,0,8,0,0.13706471730401826,0.691793552696666
0.06455879784847944,0,0,0,8,0,0.08944485407926396,0.6888451977274072
0.0074412155934824005,0,0,0,10,0,0.09364207917545231,0.841562918613318
0.01731349591806055,0,0,0,2,0,0.0935203972557881,0.9349706127523972
0.03074827474478074,0,0,0,11,0,0.12474904811647564,0.5813069953531043
0.002871209963242464,0,0,0,12,1,0.1926243512496827,0.9528880922304543
0.03162095421422813,0,0,0,6,0,0.0016260721691982384,0.8369496782970103
0.031922017247457656,0,0,0,8,0,0.14949043125978487,0.8361424928190572
0.007866136834437584,0,1,0,6,0,0.11155036982653449,0.9110812665029746
0.014153877683513482,0,0,0,11,0,0.10805438222955695,0.9865456305970636
0.0009511190811734981,1,0,0,11,0,0.043960898867668005,0.7971592861709206
0.026039705201195633,0,1,0,17,0,0.042705244078728125,0.7799253693627928
0.015246138665740816,0,0,0,8,0,0.2780966726613331,0.7445469051052722
0.0374304885086643,0,0,0,5,0,0.19395286875263462,0.6574481044441692
0.0033061343525640965,0,0,0,7,0,0.02127204695639875,0.8226794131505443
0.007583933700477446,0,0,0,14,0,0.0779858247955681,0.6276198135323998
0.04984692799280793,0,0,0,7,0,0.09599436431881497,0.8965325471497217
0.008986028985649711,0,1,0,7,0,0.07922169024776449,0.9561924525688326
0.05097609644500271,0,0,0,8,0,0.08835659046901947,0.6869751234079724
0.0007853996640459269,0,0,0,9,0,0.023505561207697687,0.8670776775805574
0.040016790809888195,0,1,0,19,2,0.034165193051650646,0.820932763362565
0.04446150456195573,0,1,0,10,0,0.09449695383571027,0.6715735454360869
0.004906030537808869,0,1,0,9,0,0.07109248211380458,0.7411538547273593
0.013712204581029602,0,0,0,12,0,0.03601594262492754,0.5787765071284154
0.07335954220568908,0,0,0,2,0,0.25339698298758545,0.8715870461875834
0.018200184245229574,1,0,0,11,2,0.16153435024310064,0.8800383003520081
0.005807609907768796,0,0,0,12,0,0.284304709251261,0.8223353482406182
0.028643599733322846,0,1,0,13,0,0.23420499902056494,0.7281957174199691
0.026332038105547583,0,0,0,10,0,0.16568698832147996,0.8952685377822154
0.001459669538131912,0,0,0,7,0,0.0231978979559065,0.9699675374192118
0.06554455521803476,0,0,0,4,0,0.04845001572170858,0.5765981441808871
0.0050142253562430895,0,0,0,14,1,0.20411782413046842,0.7826374903038111
0.10945985944929179,0,1,0,12,0,0.18389543958384874,0.6666961555457962
0.03113217330808688,0,0,0,8,0,0.10869264789541211,0.8247730300598884
0.055511626318521044,1,0,0,9,0,0.021724077842291592,0.8931582205079511
0.017382446766973224,0,0,0,18,0,0.17359455054825357,0.9256851922336828
0.011133956536589624,0,0,0,5,0,0.0179687951735626,0.5985973529241213
0.03801485234773193,0,0,0,11,0,0.18969035159092038,0.7888872761189598
0.011000886230496115,0,0,0,11,0,0.14419980947532715,0.6552434479232121
0.14083700901467683,0,0,0,9,0,0.046213438132788574,0.4807128491316337
0.04365429123101577,0,0,0,12,0,0.12653296954632173,0.779431564227219
0.025588267315188932,1,1,0,8,1,0.20530035363648402,0.672870722603745
0.0014759892070437448,0,1,0,7,0,0.24120095231082261,0.666141717712485
0.04167499099533215,0,0,0,9,0,0.04644394153737624,0.9668582567662533
0.0113803797264176,0,0,0,6,0,0.17194665058954747,0.7505651469307213
0.021167327437809122,0,0,0,7,1,0.0771759580172624,0.8989027814094819
0.016159263126457706,0,0,0,6,0,0.07908986457582719,0.41851033463273807
0.04903906397655866,0,0,0,15,1,0.12781444688040625,0.9573562312976436
0.048954343897577975,0,0,0,8,0,0.06577350052724952,0.8447267443815113
0.050169728643465035,0,1,0,12,0,0.0468833373994962,0.6974563917502195
0.09703068983278693,0,1,0,14,0,0.10924194502601228,0.7595156537364863
0.01067170449002394,0,0,0,6,0,0.033122239588295625,0.9204209815608169
0.00786235349766944,0,0,0,8,0,0.11036185234695801,0.7950881855883104
0.0007725232297151039,1,0,0,8,0,0.10860664548563968,0.7632853999123708
0.021626020686778557,0,0,0,9,0,0.24547356667262182,0.815970229236
0.0011691051683072197,0,0,0,10,0,0.14213432649078417,0.7651959184978054
0.03628502433441867,0,0,0,6,2,0.06383397850190924,0.7648628517653613
0.055566403089223525,0,0,0,11,0,0.04072160995374834,0.727771181723064
0.06881954475208991,0,1,0,23,0,0.02779798370227863,0.7236000827493175
0.00866049673180525,0,0,0,6,0,0.19763729475927572,0.655643476144198
0.051354426868055116,0,0,0,4,0,0.044563229598704686,0.7937657414141939
0.038590185436592574,0,1,0,17,0,0.05483091385206049,0.8253996922006355
0.06852218419126102,0,0,0,9,0,0.07814512025190737,0.6782441267300409
0.00010225425150809957,0,0,0,19,1,0.1205891512970613,0.8533015963157715
0.009610264619555213,0,0,0,10,0,0.024895829039279532,0.8429713532795868
0.014360609010713659,0,0,0,8,0,0.11251537515228932,0.9329922942310191
0.027477992994468976,0,0,0,9,0,0.10154204438332924,0.8703671084746878
0.03651792293874135,0,0,0,7,0,0.03577113808337742,0.5190459173788338
0.00018409682316186343,0,0,0,9,0,0.15214242555233765,0.7461414859021107
0.004997621821405869,0,0,0,12,3,0.11106236558779853,0.6549550691116787
0.06615227929698733,0,0,0,8,0,0.11168363884099858,0.9710447410983439
0.019481102543815777,0,1,0,9,0,0.12789627064765408,0.920794452618075
0.04596642165052567,0,0,0,12,0,0.07218863538355312,0.6386393900106059
0.022438139103745775,0,0,0,8,0,0.16529990315253978,0.7270620972969297
0.00021665754966967765,0,0,0,13,0,0.04469145456069755,0.8949183236215447
0.038217569537600075,0,0,0,6,0,0.09388880699736153,0.8031378390872446
0.0028546223843902924,0,0,0,14,2,0.043255651823692905,0.9389387731424975
0.01650330392200323,0,0,0,7,0,0.03539698267308452,0.6371324702743065
0.025833645056480763,0,1,0,1,0,0.07967725176429556,0.9480752459721257
0.09881072293109824,0,0,0,10,0,0.16962645715555869,0.81157620202887
0.004213226331777557,0,1,0,3,0,0.17225304933941196,0.7938010585766604
0.0041966159533066445,0,0,0,4,0,0.07010158352212605,0.7780167653016437
0.022698119425358983,0,0,0,11,0,0.10198386185793913,0.8790146987159849
0.014569827668685666,0,0,0,8,0,0.10391632550234285,0.4881048807524355
0.012654827899214634,0,1,0,10,0,0.09573107134597611,0.8913108202292491
0.006050072689091221,0,0,0,7,0,0.2160582554338964,0.8102556381076274
0.014417212611911588,0,0,0,16,0,0.16729785136873518,0.9733295019579574
0.025724346142885896,0,0,0,8,0,0.15378652702269077,0.8620553468895481
0.012359286392880161,0,1,0,6,0,0.04986243309958876,0.7025186235682435
0.05634763450593485,0,0,0,8,0,0.12375576954274198,0.7228700083850736
0.004343413203361591,0,0,0,10,0,0.02465592621438452,0.9236529468186252
0.027636266871353506,0,0,0,19,1,0.17403701066859759,0.826212824766694
0.021258562734207447,0,0,0,9,0,0.028540984228655353,0.6200527509855036
0.004105821110324136,0,0,0,14,0,0.07709746361897453,0.9672913804812102
0.0008110714604855206,0,1,0,10,0,0.18040550412483947,0.8185344545775486
0.0057051765084794445,0,0,0,4,0,0.11293221243279264,0.7495054309810887
0.010142686049359854,0,0,0,11,0,0.07019279703308758,0.8723876148572407
0.013928836043395286,1,0,0,11,0,0.029965369272330778,0.730801581731151
0.006050840814569913,0,0,0,8,0,0.059511582138366374,0.5335111865864833
0.04183477604140737,0,0,0,19,1,0.19270458679783783,0.7155212804152717
0.022541743828960646,0,0,0,7,0,0.02989145487224696,0.8342749099586947
0.04487683070905538,0,0,0,9,0,0.08507680342379836,0.8441193215122813
0.07351520825849411,0,0,0,6,0,0.32414351743138226,0.8703232852706982
0.04893057924754499,0,0,0,8,0,0.08533695057937331,0.8507428483268954
0.1047930248131848,0,1,0,8,0,0.1508975617244396,0.718246659585645
0.012549473428733525,0,1,0,12,0,0.09613679080374614,0.711405640624155
0.008407773870861052,0,0,0,10,0,0.028692907612778696,0.9499422027270233
0.030429077101197237,0,0,0,9,0,0.022384379112623178,0.8105026953013779
0.005767824102708714,0,1,0,8,1,0.11417585185582357,0.5301490369852171
0.04928021369566934,0,0,0,14,0,0.07539849856417419,0.8520159823484983
0.02492420930567353,0,0,0,9,1,0.11242303537142995,0.9686346337949753
0.0013721880090510374,0,0,0,9,0,0.05827333253384054,0.9472905175019674
0.025084177776270936,0,0,0,1,0,0.16296884222500163,0.8208015597228624
0.1235224249724962,0,0,0,10,0,0.22055728766490718,0.8684520870073816
0.0013691608000438466,0,0,0,13,0,0.09991989826056104,0.802447182213006
0.0007848460715924281,0,0,1,7,0,0.11680350370015538,0.903825381622372
0.03196483984368774,0,1,0,15,0,0.1610445608131357,0.8371703174181637
0.024424672991098798,0,1,0,22,0,0.12205238370549937,0.8703636574321489
0.02516714318170898,0,0,0,15,0,0.06696388405803821,0.841064207808122
0.09190963114748202,0,0,0,10,0,0.02776752851797136,0.5928147662432747
0.008702302755106368,0,0,0,7,1,0.16165889367593994,0.3223961783982501
0.028854153653154874,0,0,0,8,0,0.06198141791654588,0.6048354817071228
0.037045422612644034,0,0,0,5,0,0.04414651888680357,0.9683395528699179
0.00464329062314428,0,0,0,9,0,0.20150250249464624,0.9767305309096546
0.03333687697648452,0,1,0,14,0,0.09737926276640177,0.8372476526046713
0.045170462321921866,0,1,0,17,0,0.10193174950800138,0.65773987251697
0.05410243867275672,0,0,0,6,0,0.11769661799723652,0.76182397419745
0.014268238341062554,1,1,0,16,4,0.11609590750837154,0.8878959394336711
0.020229995009885367,0,1,0,8,0,0.16400309801868534,0.9080195572938397
0.03839767021330012,0,0,0,8,0,0.08175626778058043,0.5427407118897248
0.07887010578662758,0,0,0,15,0,0.1456845428230943,0.7927578563972625
0.018294667029438338,0,0,0,8,1,0.12949775637015515,0.6671519577327293
0.010364191786565814,0,0,0,6,0,0.2131939598536996,0.8918617090500844
0.0009285449992319825,0,0,0,5,0,0.05185819178421572,0.799916105844349
0.007197076386267538,0,0,0,6,0,0.10346403177208773,0.8055478170399466
0.02075535997728123,0,0,0,10,0,0.2006475701376055,0.8121297931335733
0.009388578103385227,0,0,0,10,0,0.08489807972573726,0.7729265820633047
0.05289600360245354,0,0,0,11,0,0.10090810010051816,0.9565219543297877
0.030153256665926137,0,0,0,8,0,0.0999419940488045,0.7886334391040911
